type,source_tier,inferred_name,folder,ext,era_hints,culture_hints,path
unit,caveman2cosmos,newglossformacedoniancavalryhorse,heavy_cavalry,.dds,ancient,european,Art/Caveman2Cosmos/art/units/greek_sparth/heavy_cavalry/newglossformacedoniancavalryhorse.dds
unit,caveman2cosmos,macedonianphalanx 128,heavy_pikeman,.dds,ancient,european,Art/Caveman2Cosmos/art/units/greek_sparth/heavy_pikeman/macedonianphalanx_128.dds
unit,caveman2cosmos,macedoniansunburstshield 128,heavy_pikeman,.dds,ancient,european,Art/Caveman2Cosmos/art/units/greek_sparth/heavy_pikeman/macedoniansunburstshield_128.dds
unit,caveman2cosmos,newglossformacedonianpikeman,heavy_pikeman,.dds,ancient,european,Art/Caveman2Cosmos/art/units/greek_sparth/heavy_pikeman/newglossformacedonianpikeman.dds
unit,caveman2cosmos,newglossformacedoniansunburtshield,heavy_pikeman,.dds,ancient,european,Art/Caveman2Cosmos/art/units/greek_sparth/heavy_pikeman/newglossformacedoniansunburtshield.dds
unit,caveman2cosmos,greeksunburstsilvershield,heavy_swordsman,.dds,ancient,european,Art/Caveman2Cosmos/art/units/greek_sparth/heavy_swordsman/greeksunburstsilvershield.dds
unit,caveman2cosmos,macedonianhypasistai officer 128,heavy_swordsman,.dds,ancient,european,Art/Caveman2Cosmos/art/units/greek_sparth/heavy_swordsman/macedonianhypasistai_officer_128.dds
unit,caveman2cosmos,newglossforhypaspistaiofficer,heavy_swordsman,.dds,ancient,european,Art/Caveman2Cosmos/art/units/greek_sparth/heavy_swordsman/newglossforhypaspistaiofficer.dds
unit,caveman2cosmos,newglossforhypaspistaiofficershield,heavy_swordsman,.dds,ancient,european,Art/Caveman2Cosmos/art/units/greek_sparth/heavy_swordsman/newglossforhypaspistaiofficershield.dds
unit,caveman2cosmos,ah64,helicopter_gunship,.dds,ancient,european,Art/Caveman2Cosmos/art/units/greek_sparth/helicopter_gunship/ah64.dds
unit,caveman2cosmos,archer 128,horse_archer,.dds,ancient,european,Art/Caveman2Cosmos/art/units/greek_sparth/horse_archer/archer_128.dds
unit,caveman2cosmos,horse 128,horse_archer,.dds,ancient,european,Art/Caveman2Cosmos/art/units/greek_sparth/horse_archer/horse_128.dds
unit,caveman2cosmos,byzantinecataphract horse 128,horse_crossbowman,.dds,ancient;medieval,european,Art/Caveman2Cosmos/art/units/greek_sparth/horse_crossbowman/byzantinecataphract_horse_128.dds
unit,caveman2cosmos,horsearcherarrow,horse_crossbowman,.nif,ancient,european,Art/Caveman2Cosmos/art/units/greek_sparth/horse_crossbowman/horsearcherarrow.nif
unit,caveman2cosmos,mountedinfantry 128,horse_crossbowman,.dds,ancient;modern,european,Art/Caveman2Cosmos/art/units/greek_sparth/horse_crossbowman/mountedinfantry_128.dds
unit,caveman2cosmos,macedoniansunburst 128,horseman,.dds,ancient,european,Art/Caveman2Cosmos/art/units/greek_sparth/horseman/macedoniansunburst_128.dds
unit,caveman2cosmos,macedoniansunburt gloss,horseman,.dds,ancient,european,Art/Caveman2Cosmos/art/units/greek_sparth/horseman/macedoniansunburt_gloss.dds
unit,caveman2cosmos,mongol horse brownhalf 128,horseman,.dds,ancient,european;asian,Art/Caveman2Cosmos/art/units/greek_sparth/horseman/mongol_horse_brownhalf_128.dds
unit,caveman2cosmos,spartan2 256,horseman,.dds,ancient,european,Art/Caveman2Cosmos/art/units/greek_sparth/horseman/spartan2_256.dds
unit,caveman2cosmos,spartan 128 gloss,horseman,.dds,ancient,european,Art/Caveman2Cosmos/art/units/greek_sparth/horseman/spartan_128_gloss.dds
unit,caveman2cosmos,humvee,humvee,.dds,ancient,european,Art/Caveman2Cosmos/art/units/greek_sparth/humvee/humvee.dds
unit,caveman2cosmos,marine 128,humvee,.dds,ancient;modern,european,Art/Caveman2Cosmos/art/units/greek_sparth/humvee/marine_128.dds
unit,caveman2cosmos,archer 128,hunter,.dds,ancient,european,Art/Caveman2Cosmos/art/units/greek_sparth/hunter/archer_128.dds
unit,caveman2cosmos,infantryeuropaok 256,infantry,.dds,ancient;modern,european,Art/Caveman2Cosmos/art/units/greek_sparth/infantry/infantryeuropaok_256.dds
unit,caveman2cosmos,www1greekinfantrybis,infantry,.dds,ancient;modern,european,Art/Caveman2Cosmos/art/units/greek_sparth/infantry/www1greekinfantrybis.dds
unit,caveman2cosmos,engineer fx,inquisitor,.nif,ancient,european,Art/Caveman2Cosmos/art/units/greek_sparth/inquisitor/engineer_fx.nif
unit,caveman2cosmos,great engineer 128,inquisitor,.dds,ancient,european,Art/Caveman2Cosmos/art/units/greek_sparth/inquisitor/great_engineer_128.dds
unit,caveman2cosmos,agarianskirmisher 128,javalineer,.dds,ancient,european,Art/Caveman2Cosmos/art/units/greek_sparth/javalineer/agarianskirmisher_128.dds
unit,caveman2cosmos,agrianianovalshield1,javalineer,.dds,ancient,european,Art/Caveman2Cosmos/art/units/greek_sparth/javalineer/agrianianovalshield1.dds
unit,caveman2cosmos,newglossforagrianianovalshield,javalineer,.dds,ancient,european,Art/Caveman2Cosmos/art/units/greek_sparth/javalineer/newglossforagrianianovalshield.dds
unit,caveman2cosmos,newglossforagrianianskirmisher,javalineer,.dds,ancient,european,Art/Caveman2Cosmos/art/units/greek_sparth/javalineer/newglossforagrianianskirmisher.dds
unit,caveman2cosmos,jeep,jeep,.dds,ancient,european,Art/Caveman2Cosmos/art/units/greek_sparth/jeep/jeep.dds
unit,caveman2cosmos,jeep ww,jeep,.dds,ancient,european,Art/Caveman2Cosmos/art/units/greek_sparth/jeep/jeep_ww.dds
unit,caveman2cosmos,greatprophet 128,judge,.dds,ancient,european,Art/Caveman2Cosmos/art/units/greek_sparth/judge/greatprophet_128.dds
unit,caveman2cosmos,greekhorsemanhelmet 128,lancer,.dds,ancient,european,Art/Caveman2Cosmos/art/units/greek_sparth/lancer/greekhorsemanhelmet_128.dds
unit,caveman2cosmos,newglossforgreekhorsemanhelmet,lancer,.dds,ancient,european,Art/Caveman2Cosmos/art/units/greek_sparth/lancer/newglossforgreekhorsemanhelmet.dds
unit,caveman2cosmos,greekcapecavalry,light_cavalry,.dds,ancient,european,Art/Caveman2Cosmos/art/units/greek_sparth/light_cavalry/greekcapecavalry.dds
unit,caveman2cosmos,newglossforgreekthessaliancavalry,light_cavalry,.dds,ancient,european,Art/Caveman2Cosmos/art/units/greek_sparth/light_cavalry/newglossforgreekthessaliancavalry.dds
unit,caveman2cosmos,newglossforspartanshield,light_cavalry,.dds,ancient,european,Art/Caveman2Cosmos/art/units/greek_sparth/light_cavalry/newglossforspartanshield.dds
unit,caveman2cosmos,thessaliancavalry 128,light_cavalry,.dds,ancient,european,Art/Caveman2Cosmos/art/units/greek_sparth/light_cavalry/thessaliancavalry_128.dds
unit,caveman2cosmos,crossbowbolt,light_crossbowman,.nif,ancient,european,Art/Caveman2Cosmos/art/units/greek_sparth/light_crossbowman/crossbowbolt.nif
unit,caveman2cosmos,hypaspistarmored 256,light_crossbowman,.dds,ancient,european,Art/Caveman2Cosmos/art/units/greek_sparth/light_crossbowman/hypaspistarmored_256.dds
unit,caveman2cosmos,newglossforhypaspistai,light_crossbowman,.dds,ancient,european,Art/Caveman2Cosmos/art/units/greek_sparth/light_crossbowman/newglossforhypaspistai.dds
unit,caveman2cosmos,hypaspist 128,light_swordsman,.dds,ancient,european,Art/Caveman2Cosmos/art/units/greek_sparth/light_swordsman/hypaspist_128.dds
unit,caveman2cosmos,hypaspist gloss 128,light_swordsman,.dds,ancient,european,Art/Caveman2Cosmos/art/units/greek_sparth/light_swordsman/hypaspist_gloss_128.dds
unit,caveman2cosmos,roman horse archer128,longbowman,.dds,ancient,european,Art/Caveman2Cosmos/art/units/greek_sparth/longbowman/roman_horse_archer128.dds
unit,caveman2cosmos,scout 128,machinegunner,.dds,ancient,european,Art/Caveman2Cosmos/art/units/greek_sparth/machinegunner/scout_128.dds
unit,caveman2cosmos,byzantinearmored horse 128,mailed_knight,.dds,ancient;medieval,european,Art/Caveman2Cosmos/art/units/greek_sparth/mailed_knight/byzantinearmored_horse_128.dds
unit,caveman2cosmos,byzantinehorseman 128,mailed_knight,.dds,ancient;medieval,european,Art/Caveman2Cosmos/art/units/greek_sparth/mailed_knight/byzantinehorseman_128.dds
unit,caveman2cosmos,byzantineroundshield2,mailed_knight,.dds,ancient;medieval,european,Art/Caveman2Cosmos/art/units/greek_sparth/mailed_knight/byzantineroundshield2.dds
unit,caveman2cosmos,newglossforbyzantinehorsearmored,mailed_knight,.dds,ancient;medieval,european,Art/Caveman2Cosmos/art/units/greek_sparth/mailed_knight/newglossforbyzantinehorsearmored.dds
unit,caveman2cosmos,newglossforbyzantinehorseman,mailed_knight,.dds,ancient;medieval,european,Art/Caveman2Cosmos/art/units/greek_sparth/mailed_knight/newglossforbyzantinehorseman.dds
unit,caveman2cosmos,newglossforbyzantineroundshield2,mailed_knight,.dds,ancient;medieval,european,Art/Caveman2Cosmos/art/units/greek_sparth/mailed_knight/newglossforbyzantineroundshield2.dds
unit,caveman2cosmos,mechanized infantry 256,mechanizedinfantry,.dds,ancient;modern;future,european,Art/Caveman2Cosmos/art/units/greek_sparth/mechanizedinfantry/mechanized_infantry_256.dds
unit,caveman2cosmos,byzantineroundshield4,militia_medieval,.dds,ancient;medieval,european,Art/Caveman2Cosmos/art/units/greek_sparth/militia_medieval/byzantineroundshield4.dds
unit,caveman2cosmos,byzantinespearman 128,militia_medieval,.dds,ancient;medieval,european,Art/Caveman2Cosmos/art/units/greek_sparth/militia_medieval/byzantinespearman_128.dds
unit,caveman2cosmos,newglossforbyzantineroundshield4,militia_medieval,.dds,ancient;medieval,european,Art/Caveman2Cosmos/art/units/greek_sparth/militia_medieval/newglossforbyzantineroundshield4.dds
unit,caveman2cosmos,newglossforbyzantinespearman,militia_medieval,.dds,ancient;medieval,european,Art/Caveman2Cosmos/art/units/greek_sparth/militia_medieval/newglossforbyzantinespearman.dds
unit,caveman2cosmos,byzantinemusketman 128,militia_renaissance,.dds,ancient;medieval;colonial,european,Art/Caveman2Cosmos/art/units/greek_sparth/militia_renaissance/byzantinemusketman_128.dds
unit,caveman2cosmos,mobileartillery 256,mobileartillery,.dds,ancient,european,Art/Caveman2Cosmos/art/units/greek_sparth/mobileartillery/mobileartillery_256.dds
unit,caveman2cosmos,mobilesam 256,mobilesam,.dds,ancient,european,Art/Caveman2Cosmos/art/units/greek_sparth/mobilesam/mobilesam_256.dds
unit,caveman2cosmos,modern armor 256,modern_armor,.dds,ancient;modern,european,Art/Caveman2Cosmos/art/units/greek_sparth/modern_armor/modern_armor_256.dds
unit,caveman2cosmos,paratrooper 128,modern_flamethrower,.dds,ancient;modern,european,Art/Caveman2Cosmos/art/units/greek_sparth/modern_flamethrower/paratrooper_128.dds
unit,caveman2cosmos,antitankinfantry 128,modern_infantry,.dds,ancient;modern,european,Art/Caveman2Cosmos/art/units/greek_sparth/modern_infantry/antitankinfantry_128.dds
unit,caveman2cosmos,antitankinfantry 128,modern_marine,.dds,ancient;modern,european,Art/Caveman2Cosmos/art/units/greek_sparth/modern_marine/antitankinfantry_128.dds
unit,caveman2cosmos,navyseal 128,modern_marine,.dds,ancient;modern,european,Art/Caveman2Cosmos/art/units/greek_sparth/modern_marine/navyseal_128.dds
unit,caveman2cosmos,antitankinfantry 128,modern_paratrooper,.dds,ancient;modern,european,Art/Caveman2Cosmos/art/units/greek_sparth/modern_paratrooper/antitankinfantry_128.dds
unit,caveman2cosmos,wehrmachtbiker diff,motorcycle,.dds,ancient,european,Art/Caveman2Cosmos/art/units/greek_sparth/motorcycle/wehrmachtbiker_diff.dds
unit,caveman2cosmos,zundapp diff,motorcycle,.dds,ancient,european,Art/Caveman2Cosmos/art/units/greek_sparth/motorcycle/zundapp_diff.dds
unit,caveman2cosmos,companion cavalry 128,mounted_infantry,.dds,ancient;modern,european,Art/Caveman2Cosmos/art/units/greek_sparth/mounted_infantry/companion_cavalry_128.dds
unit,caveman2cosmos,mamlukafricanhandgunner 128,musketman,.dds,ancient;colonial,european;middle_eastern;african,Art/Caveman2Cosmos/art/units/greek_sparth/musketman/mamlukafricanhandgunner_128.dds
unit,caveman2cosmos,mamlukafricanhandgunnergloss 128,musketman,.dds,ancient;colonial,european;middle_eastern;african,Art/Caveman2Cosmos/art/units/greek_sparth/musketman/mamlukafricanhandgunnergloss_128.dds
unit,caveman2cosmos,veitroundshield,obsidian_axeman,.dds,ancient,european,Art/Caveman2Cosmos/art/units/greek_sparth/obsidian_axeman/veitroundshield.dds
unit,caveman2cosmos,warrior 128,obsidian_axeman,.dds,ancient,european,Art/Caveman2Cosmos/art/units/greek_sparth/obsidian_axeman/warrior_128.dds
unit,caveman2cosmos,spearman 128,obsidian_spearman,.dds,ancient,european,Art/Caveman2Cosmos/art/units/greek_sparth/obsidian_spearman/spearman_128.dds
unit,caveman2cosmos,spearman 128 gloss,obsidian_spearman,.dds,ancient,european,Art/Caveman2Cosmos/art/units/greek_sparth/obsidian_spearman/spearman_128_gloss.dds
unit,caveman2cosmos,praetorian weapons 64,obsidian_swordsman,.dds,ancient,european,Art/Caveman2Cosmos/art/units/greek_sparth/obsidian_swordsman/praetorian_weapons_64.dds
unit,caveman2cosmos,beard,partisan,.dds,ancient,european,Art/Caveman2Cosmos/art/units/greek_sparth/partisan/beard.dds
unit,caveman2cosmos,clip,partisan,.nif,ancient,european,Art/Caveman2Cosmos/art/units/greek_sparth/partisan/clip.nif
unit,caveman2cosmos,fez,partisan,.dds,ancient,european,Art/Caveman2Cosmos/art/units/greek_sparth/partisan/fez.dds
unit,caveman2cosmos,machine gunner 128,partisan,.dds,ancient,european,Art/Caveman2Cosmos/art/units/greek_sparth/partisan/machine_gunner_128.dds
unit,caveman2cosmos,recurvearcher,ranger,.dds,ancient,european,Art/Caveman2Cosmos/art/units/greek_sparth/ranger/recurvearcher.dds
unit,caveman2cosmos,m270,rocket_artillery,.dds,ancient,european,Art/Caveman2Cosmos/art/units/greek_sparth/rocket_artillery/m270.dds
unit,caveman2cosmos,hebrew(jewishrevoltad66) 128,rogue,.dds,ancient,european,Art/Caveman2Cosmos/art/units/greek_sparth/rogue/hebrew(jewishrevoltad66)_128.dds
unit,caveman2cosmos,hebrewovalshieldandcloak1,rogue,.dds,ancient,european,Art/Caveman2Cosmos/art/units/greek_sparth/rogue/hebrewovalshieldandcloak1.dds
unit,caveman2cosmos,scout 128,scout,.dds,ancient,european,Art/Caveman2Cosmos/art/units/greek_sparth/scout/scout_128.dds
unit,caveman2cosmos,greek phalanx weapons 64,skirmisher,.dds,ancient,european,Art/Caveman2Cosmos/art/units/greek_sparth/skirmisher/greek_phalanx_weapons_64.dds
unit,caveman2cosmos,sumerian vulture 128,skirmisher,.dds,ancient,european;middle_eastern,Art/Caveman2Cosmos/art/units/greek_sparth/skirmisher/sumerian_vulture_128.dds
unit,caveman2cosmos,sumerian vulture 128 gloss,skirmisher,.dds,ancient,european;middle_eastern,Art/Caveman2Cosmos/art/units/greek_sparth/skirmisher/sumerian_vulture_128_gloss.dds
unit,caveman2cosmos,navyseal 128,special_forces,.dds,ancient,european,Art/Caveman2Cosmos/art/units/greek_sparth/special_forces/navyseal_128.dds
unit,caveman2cosmos,ancient spy 128,spy,.dds,ancient,european,Art/Caveman2Cosmos/art/units/greek_sparth/spy/ancient_spy_128.dds
unit,caveman2cosmos,scout 128,stone_axeman,.dds,ancient,european,Art/Caveman2Cosmos/art/units/greek_sparth/stone_axeman/scout_128.dds
unit,caveman2cosmos,warrior 128 2,stone_axeman,.dds,ancient,european,Art/Caveman2Cosmos/art/units/greek_sparth/stone_axeman/warrior_128_2.dds
unit,caveman2cosmos,morningstar,stone_maceman,.dds,ancient,european,Art/Caveman2Cosmos/art/units/greek_sparth/stone_maceman/morningstar.dds
unit,caveman2cosmos,greeksnakeshield,stone_spearman,.dds,ancient,european,Art/Caveman2Cosmos/art/units/greek_sparth/stone_spearman/greeksnakeshield.dds
unit,caveman2cosmos,greekspeamanekdromos 128,stone_spearman,.dds,ancient,european,Art/Caveman2Cosmos/art/units/greek_sparth/stone_spearman/greekspeamanekdromos_128.dds
unit,caveman2cosmos,newglossforgreeksnakeshield,stone_spearman,.dds,ancient,european,Art/Caveman2Cosmos/art/units/greek_sparth/stone_spearman/newglossforgreeksnakeshield.dds
unit,caveman2cosmos,newglossforgreekspearman,stone_spearman,.dds,ancient,european,Art/Caveman2Cosmos/art/units/greek_sparth/stone_spearman/newglossforgreekspearman.dds
unit,caveman2cosmos,missionary general,story_teller,.dds,ancient,european,Art/Caveman2Cosmos/art/units/greek_sparth/story_teller/missionary_general.dds
unit,caveman2cosmos,great engineer 128,surgeon,.dds,ancient,european,Art/Caveman2Cosmos/art/units/greek_sparth/surgeon/great_engineer_128.dds
unit,caveman2cosmos,swordsman 128,swordsman,.dds,ancient,european,Art/Caveman2Cosmos/art/units/greek_sparth/swordsman/swordsman_128.dds
unit,caveman2cosmos,swordsman gloss 128,swordsman,.dds,ancient,european,Art/Caveman2Cosmos/art/units/greek_sparth/swordsman/swordsman_gloss_128.dds
unit,caveman2cosmos,weapons 64,swordsman,.dds,ancient,european,Art/Caveman2Cosmos/art/units/greek_sparth/swordsman/weapons_64.dds
unit,caveman2cosmos,weapons gloss 64,swordsman,.dds,ancient,european,Art/Caveman2Cosmos/art/units/greek_sparth/swordsman/weapons_gloss_64.dds
unit,caveman2cosmos,spearman 128,town_watchman,.dds,ancient,european,Art/Caveman2Cosmos/art/units/greek_sparth/town_watchman/spearman_128.dds
unit,caveman2cosmos,spearman gloss 128,town_watchman,.dds,ancient,european,Art/Caveman2Cosmos/art/units/greek_sparth/town_watchman/spearman_gloss_128.dds
unit,caveman2cosmos,scout 128,tracker,.dds,ancient,european,Art/Caveman2Cosmos/art/units/greek_sparth/tracker/scout_128.dds
unit,caveman2cosmos,britishearly kopie,trench_cavalry,.dds,ancient,european,Art/Caveman2Cosmos/art/units/greek_sparth/trench_cavalry/britishearly kopie.dds
unit,caveman2cosmos,cavalry horse 128,trench_cavalry,.dds,ancient,european,Art/Caveman2Cosmos/art/units/greek_sparth/trench_cavalry/cavalry_horse_128.dds
unit,caveman2cosmos,serbiaearly kopie,trench_cavalry,.dds,ancient,european,Art/Caveman2Cosmos/art/units/greek_sparth/trench_cavalry/serbiaearly kopie.dds
unit,caveman2cosmos,greekww1infantry 128,trench_infantry,.dds,ancient;modern,european,Art/Caveman2Cosmos/art/units/greek_sparth/trench_infantry/greekww1infantry_128.dds
unit,caveman2cosmos,infantryrifle,trench_infantry,.dds,ancient;industrial;modern,european,Art/Caveman2Cosmos/art/units/greek_sparth/trench_infantry/infantryrifle.dds
unit,caveman2cosmos,scout 128,wanderer,.dds,ancient,european,Art/Caveman2Cosmos/art/units/greek_sparth/wanderer/scout_128.dds
unit,caveman2cosmos,greekelephantdriver 128,war_elephant,.dds,ancient,european,Art/Caveman2Cosmos/art/units/greek_sparth/war_elephant/greekelephantdriver_128.dds
unit,caveman2cosmos,greekwarelephant 256,war_elephant,.dds,ancient,european,Art/Caveman2Cosmos/art/units/greek_sparth/war_elephant/greekwarelephant_256.dds
unit,caveman2cosmos,greekwarelephant carriage 128,war_elephant,.dds,ancient,european,Art/Caveman2Cosmos/art/units/greek_sparth/war_elephant/greekwarelephant_carriage_128.dds
unit,caveman2cosmos,newglossforgreekwarelephant,war_elephant,.dds,ancient,european,Art/Caveman2Cosmos/art/units/greek_sparth/war_elephant/newglossforgreekwarelephant.dds
unit,caveman2cosmos,newglossforgreekwarelephantcarriage,war_elephant,.dds,ancient,european,Art/Caveman2Cosmos/art/units/greek_sparth/war_elephant/newglossforgreekwarelephantcarriage.dds
unit,caveman2cosmos,newglossgreekelephantdriver,war_elephant,.dds,ancient,european,Art/Caveman2Cosmos/art/units/greek_sparth/war_elephant/newglossgreekelephantdriver.dds
unit,caveman2cosmos,greekarcherwidebrimedhat 128,warden,.dds,ancient,european,Art/Caveman2Cosmos/art/units/greek_sparth/warden/greekarcherwidebrimedhat_128.dds
unit,caveman2cosmos,browning a,warlord_colonel,.dds,ancient,european,Art/Caveman2Cosmos/art/units/greek_sparth/warlord_colonel/browning_a.dds
unit,caveman2cosmos,french kepi,warlord_colonel,.dds,ancient,european,Art/Caveman2Cosmos/art/units/greek_sparth/warlord_colonel/french_kepi.dds
unit,caveman2cosmos,indiansepoymoderninfantrymadraspioneers 128,warlord_colonel,.dds,ancient;modern,european;asian,Art/Caveman2Cosmos/art/units/greek_sparth/warlord_colonel/indiansepoymoderninfantrymadraspioneers_128.dds
unit,caveman2cosmos,orden georgy,warlord_colonel,.dds,ancient,european,Art/Caveman2Cosmos/art/units/greek_sparth/warlord_colonel/orden georgy.dds
unit,caveman2cosmos,islamic missionary 128,warlord_corporal,.dds,ancient,european;middle_eastern,Art/Caveman2Cosmos/art/units/greek_sparth/warlord_corporal/islamic_missionary_128.dds
unit,caveman2cosmos,turkexplorerskin,warlord_corporal,.dds,ancient,european;middle_eastern,Art/Caveman2Cosmos/art/units/greek_sparth/warlord_corporal/turkexplorerskin.dds
unit,caveman2cosmos,warrior 128,warrior,.dds,ancient,european,Art/Caveman2Cosmos/art/units/greek_sparth/warrior/warrior_128.dds
unit,caveman2cosmos,worker 128,worker,.dds,ancient,european,Art/Caveman2Cosmos/art/units/greek_sparth/worker/worker_128.dds
unit,caveman2cosmos,greekthebanshield,guard,.dds,ancient,european,Art/Caveman2Cosmos/art/units/guard/greekthebanshield.dds
unit,caveman2cosmos,hoplitethebessacredband 128,guard,.dds,,,Art/Caveman2Cosmos/art/units/guard/hoplitethebessacredband_128.dds
unit,caveman2cosmos,newglossforthebanhoplite,guard,.dds,,,Art/Caveman2Cosmos/art/units/guard/newglossforthebanhoplite.dds
unit,caveman2cosmos,newglossforthebanshield,guard,.dds,,,Art/Caveman2Cosmos/art/units/guard/newglossforthebanshield.dds
unit,caveman2cosmos,mexican general 256,gunfighter,.dds,modern,,Art/Caveman2Cosmos/art/units/gunfighter/mexican_general_256.dds
unit,caveman2cosmos,spy 128,hacker,.dds,,,Art/Caveman2Cosmos/art/units/hacker/spy_128.dds
unit,caveman2cosmos,assassinmalakim kopie,hashishin,.dds,,,Art/Caveman2Cosmos/art/units/hashishin/assassinmalakim kopie.dds
unit,caveman2cosmos,settler south america female,healer,.dds,,american,Art/Caveman2Cosmos/art/units/healer/settler_south_america_female.dds
unit,caveman2cosmos,axeman 128,heavy_axeman,.dds,,,Art/Caveman2Cosmos/art/units/heavy_axeman/axeman_128.dds
unit,caveman2cosmos,amurite lance gloss,heavy_crossbowman,.dds,,,Art/Caveman2Cosmos/art/units/heavy_crossbowman/amurite lance gloss.dds
unit,caveman2cosmos,amurite lance,heavy_crossbowman,.dds,,,Art/Caveman2Cosmos/art/units/heavy_crossbowman/amurite lance.dds
unit,caveman2cosmos,crossbowbolt,heavy_crossbowman,.nif,,,Art/Caveman2Cosmos/art/units/heavy_crossbowman/crossbowbolt.nif
unit,caveman2cosmos,scheide,heavy_crossbowman,.dds,,,Art/Caveman2Cosmos/art/units/heavy_crossbowman/scheide.dds
unit,caveman2cosmos,scout 128,heavy_crossbowman,.dds,,,Art/Caveman2Cosmos/art/units/heavy_crossbowman/scout_128.dds
unit,caveman2cosmos,autogyro metal,autogyro,.dds,,,Art/Caveman2Cosmos/art/units/helicopters/autogyro/autogyro_metal.dds
unit,caveman2cosmos,fokker dr1,autogyro,.dds,,,Art/Caveman2Cosmos/art/units/helicopters/autogyro/fokker dr1.dds
unit,caveman2cosmos,isscv damage,dropship,.dds,,,Art/Caveman2Cosmos/art/units/helicopters/dropship/isscv_damage.dds
unit,caveman2cosmos,isscv diff,dropship,.dds,,,Art/Caveman2Cosmos/art/units/helicopters/dropship/isscv_diff.dds
unit,caveman2cosmos,isscv gloss,dropship,.dds,,,Art/Caveman2Cosmos/art/units/helicopters/dropship/isscv_gloss.dds
unit,caveman2cosmos,ah64,helicopter_gunship,.dds,,,Art/Caveman2Cosmos/art/units/helicopters/helicopter_gunship/ah64.dds
unit,caveman2cosmos,gunship damaged states,hybrid_gunship,.dds,,,Art/Caveman2Cosmos/art/units/helicopters/hybrid_gunship/gunship_damaged_states.dds
unit,caveman2cosmos,heavymisslehelicopter,hybrid_gunship,.dds,,,Art/Caveman2Cosmos/art/units/helicopters/hybrid_gunship/heavymisslehelicopter.dds
unit,caveman2cosmos,heavymisslehelicopter gloss,hybrid_gunship,.dds,,,Art/Caveman2Cosmos/art/units/helicopters/hybrid_gunship/heavymisslehelicopter_gloss.dds
unit,caveman2cosmos,uh1,medevac_helicopter,.dds,,,Art/Caveman2Cosmos/art/units/helicopters/medevac_helicopter/uh1.dds
unit,caveman2cosmos,uh1 damage all,medevac_helicopter,.dds,,,Art/Caveman2Cosmos/art/units/helicopters/medevac_helicopter/uh1_damage_all.dds
unit,caveman2cosmos,mi26texture,modern_medevac_helicopter,.dds,modern,,Art/Caveman2Cosmos/art/units/helicopters/modern_medevac_helicopter/mi26texture.dds
unit,caveman2cosmos,predator,recon_drone,.dds,,,Art/Caveman2Cosmos/art/units/helicopters/recon_drone/predator.dds
unit,caveman2cosmos,predator damage,recon_drone,.dds,,,Art/Caveman2Cosmos/art/units/helicopters/recon_drone/predator_damage.dds
unit,caveman2cosmos,predator gloss,recon_drone,.dds,,,Art/Caveman2Cosmos/art/units/helicopters/recon_drone/predator_gloss.dds
unit,caveman2cosmos,tiger,recon_drone,.nif,,,Art/Caveman2Cosmos/art/units/helicopters/recon_drone/tiger.nif
unit,caveman2cosmos,gunefftects,lara_croft,.dds,,european,Art/Caveman2Cosmos/art/units/heroes/european/lara_croft/gunefftects.dds
unit,caveman2cosmos,lara 128,lara_croft,.dds,,european,Art/Caveman2Cosmos/art/units/heroes/european/lara_croft/lara_128.dds
unit,caveman2cosmos,lara extras 64,lara_croft,.dds,,european,Art/Caveman2Cosmos/art/units/heroes/european/lara_croft/lara_extras_64.dds
unit,caveman2cosmos,lara weapons 64,lara_croft,.dds,,european,Art/Caveman2Cosmos/art/units/heroes/european/lara_croft/lara_weapons_64.dds
unit,caveman2cosmos,saminfantry,lara_croft,.nif,modern,european,Art/Caveman2Cosmos/art/units/heroes/european/lara_croft/saminfantry.nif
unit,caveman2cosmos,cyborg 128,madmax,.dds,,european,Art/Caveman2Cosmos/art/units/heroes/european/madmax/cyborg_128.dds
unit,caveman2cosmos,cyborg 128 gloss,madmax,.dds,,european,Art/Caveman2Cosmos/art/units/heroes/european/madmax/cyborg_128_gloss.dds
unit,caveman2cosmos,madmax,madmax,.nif,,european,Art/Caveman2Cosmos/art/units/heroes/european/madmax/madmax.nif
unit,caveman2cosmos,melface,madmax,.dds,,european,Art/Caveman2Cosmos/art/units/heroes/european/madmax/melface.dds
unit,caveman2cosmos,knight templar body 128,merlin,.dds,medieval,european,Art/Caveman2Cosmos/art/units/heroes/european/merlin/knight_templar_body_128.dds
unit,caveman2cosmos,knight templar body 128 gloss,merlin,.dds,medieval,european,Art/Caveman2Cosmos/art/units/heroes/european/merlin/knight_templar_body_128_gloss.dds
unit,caveman2cosmos,knight templar weapons 64,merlin,.dds,medieval,european,Art/Caveman2Cosmos/art/units/heroes/european/merlin/knight_templar_weapons_64.dds
unit,caveman2cosmos,knight templar weapons 64 gloss,merlin,.dds,medieval,european,Art/Caveman2Cosmos/art/units/heroes/european/merlin/knight_templar_weapons_64_gloss.dds
unit,caveman2cosmos,wizardhat,merlin,.dds,,european,Art/Caveman2Cosmos/art/units/heroes/european/merlin/wizardhat.dds
unit,caveman2cosmos,archer 128,robin hood,.dds,,european,Art/Caveman2Cosmos/art/units/heroes/european/robin hood/archer_128.dds
